playerID	SLG
abreujo02	0.580935252
ackledu01	0.398406375
adamsma01	0.457305503
altuvjo01	0.453030303
amarial01	0.314420804
andruel01	0.33279483
aokino01	0.360488798
arenano01	0.5
aybarer01	0.37860781
bautijo02	0.524412297
beckhgo01	0.347533632
beltrad01	0.491803279
beltrca01	0.401985112
blackch02	0.440134907
bogaexa01	0.362453532
bournmi01	0.36036036
brantmi02	0.505728314
braunry02	0.452830189
browndo01	0.348837209
bruceja01	0.373225152
butlebi03	0.378870674
byrdma01	0.44500846
cabreas01	0.386980108
cabreme01	0.457746479
cabremi01	0.523731588
cainlo01	0.411889597
calhoko01	0.45030426
callaal01	0.28960396
canoro01	0.453781513
carpema01	0.374789916
cartech02	0.49112426
casteni01	0.393996248
castrja01	0.365591398
castrst01	0.4375
cespeyo01	0.45
chiselo01	0.426778243
choosh01	0.373626374
cozarza01	0.300395257
craigal01	0.314533623
crawfbr01	0.389002037
crispco01	0.362850972
cruzne02	0.525285481
davisch02	0.404444444
daviskh01	0.457085828
davisra01	0.401301518
deazaal01	0.385744235
desmoia01	0.430016863
dickeco01	0.566513761
dominma01	0.329787234
donaljo02	0.455592105
doziebr01	0.41638796
dudalu01	0.480544747
dunnad01	0.414918415
eatonad02	0.401234568
ellsbja01	0.419130435
encared01	0.547169811
escobal02	0.376511226
escobed01	0.406466513
escobyu01	0.340336134
flowety01	0.395577396
fowlede01	0.398617512
frazito01	0.458961474
freemfr01	0.461285008
freesda01	0.383116883
gardnbr01	0.421621622
gennesc01	0.434090909
gillaco01	0.415948276
goldspa01	0.541871921
gomesya01	0.472164948
gomezca01	0.477351916
gonzaad01	0.482233503
gordoal01	0.431616341
gordode01	0.377668309
grandcu01	0.388297872
gyorkje01	0.3325
hamilbi02	0.355239787
hardyjj01	0.372400756
harrijo05	0.490384615
headlch01	0.372340426
hechaad01	0.356343284
heywaja01	0.383944154
hillaa01	0.367265469
hollima01	0.440766551
holtbr01	0.380846325
hosmeer01	0.397614314
howarry01	0.379613357
hunteto01	0.446265938
inciaen01	0.358851675
infanom01	0.337121212
jacksau01	0.346733668
jayjo02	0.377723971
jennide01	0.377870564
jeterde01	0.313253012
johnsch05	0.360824742
jonesad01	0.468944099
jonesga02	0.411290323
joycema01	0.38277512
kempma01	0.506469501
kendrho01	0.397082658
kinslia01	0.419590643
kipnija01	0.33
lagarju01	0.382211538
larocad01	0.455465587
lemahdj01	0.348178138
loneyja01	0.38
longoev01	0.403846154
lowrije01	0.354581673
lucrojo01	0.464957265
markani01	0.386292835
martest01	0.452525253
martijd02	0.553287982
martile01	0.363977486
martivi01	0.565062389
mauerjo01	0.371428571
mccanbr01	0.406060606
mccutan01	0.541970803
mcgehca01	0.357142857
mercejo03	0.387351779
molinya01	0.386138614
montemi01	0.370143149
morneju01	0.496015936
morsemi01	0.474885845
mossbr01	0.438
moustmi01	0.361050328
murphda07	0.384615385
murphda08	0.402684564
napolmi01	0.419277108
navardi01	0.395010395
ortizda01	0.517374517
ozunama01	0.454867257
parrage01	0.368620038
pedrodu01	0.375680581
pencehu01	0.444615385
peraljh01	0.442857143
perezsa02	0.403114187
phillbr01	0.372294372
plouftr01	0.423076923
poseybu01	0.489945155
pradoma01	0.412313433
puigya01	0.480286738
pujolal01	0.466034755
ramiral03	0.408360129
ramirar01	0.427125506
ramirha01	0.44766147
rendoan01	0.473083197
reverbe01	0.361064892
reyesjo01	0.398360656
riosal01	0.398373984
rizzoan01	0.526717557
rolliji01	0.394052045
sandopa01	0.414965986
santaca01	0.426987061
santada01	0.471604938
schoojo01	0.353846154
seageky01	0.454237288
segurje01	0.325536062
simmoan01	0.331481481
smithse01	0.440180587
solarya01	0.368869936
spande01	0.416393443
stantmi03	0.554730983
suzukku01	0.382743363
teixema01	0.397727273
troutmi01	0.561461794
uptonbj01	0.333333333
uptonju01	0.491166078
utleych01	0.407470289
valbulu01	0.435146444
venabwi01	0.325123153
vicieda01	0.405353728
walkene01	0.466796875
werthja01	0.45505618
wongko01	0.388059701
wrighda03	0.373831776
yelicch01	0.402061856
zobribe01	0.394736842
zuninmi01	0.404109589
